[2025-10-11 10:53:55,225] INFO metadata written to /workspace/PixelWorld/assets/build/metadata.json
[2025-10-11 10:53:55,225] INFO import completed | audio=420, characters=134, effects=93, readme.md=1, tiles=167, ui=35, user_manifest.json=1
[2025-10-11 10:54:00,577] INFO preview start | build=/workspace/PixelWorld/assets/build
[2025-10-11 10:54:00,647] INFO preview completed | /workspace/PixelWorld/assets/build/preview_index.json generated (853 files)
[INFO] Start import (copy mode). Rules = default
[ERROR] 路径缺少分类信息: README.md
[ERROR] 路径缺少分类信息: user_manifest.json
[WARN] 未匹配的目录 tiles/battlebacks2/Clouds.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/DarkSpace.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Castle2.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Snowfield.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Ship.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Wasteland.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Town4.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Sky.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Sea.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Factory.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Brick.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Mine.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Town5.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Castle3.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Town2.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Town3.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Forest2.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/IceMaze.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Ruins.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/IceCave.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Lava.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Town1.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Temple.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Stone4.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Tent.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Room4.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Grassland.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/LavaCave.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Room1.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/GrassMaze.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/DemonCastle3.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Room3.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/InBody.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Bridge.png 已跳过
[WARN] 未匹配的目录 tiles/battlebacks2/Desert.png 已跳过
